Genome project,Gene stable ID,Human gene name
caenorhabditis_elegans_prjna13758,WBGene00003515,MYO1H
caenorhabditis_elegans_prjna13758,WBGene00003515,MYH8
caenorhabditis_elegans_prjna13758,WBGene00003515,CGN
caenorhabditis_elegans_prjna13758,WBGene00003515,CGNL1
caenorhabditis_elegans_prjna13758,WBGene00003515,CCDC102A
caenorhabditis_elegans_prjna13758,WBGene00003515,MYO1A
caenorhabditis_elegans_prjna13758,WBGene00003515,MYH14
caenorhabditis_elegans_prjna13758,WBGene00003515,MYH13
caenorhabditis_elegans_prjna13758,WBGene00003515,MYO19
caenorhabditis_elegans_prjna13758,WBGene00003515,MYO16
caenorhabditis_elegans_prjna13758,WBGene00003515,MYH1
caenorhabditis_elegans_prjna13758,WBGene00003515,MYO1C
caenorhabditis_elegans_prjna13758,WBGene00003515,MYO3B
caenorhabditis_elegans_prjna13758,WBGene00003515,MYO5C
caenorhabditis_elegans_prjna13758,WBGene00003515,MYO1D
caenorhabditis_elegans_prjna13758,WBGene00003515,MYH7
caenorhabditis_elegans_prjna13758,WBGene00003515,MYH6
caenorhabditis_elegans_prjna13758,WBGene00003515,MYH3
caenorhabditis_elegans_prjna13758,WBGene00003515,TMF1
caenorhabditis_elegans_prjna13758,WBGene00003516,SAMD14
caenorhabditis_elegans_prjna13758,WBGene00003516,PPP1R9B
caenorhabditis_elegans_prjna13758,WBGene00003516,PPP1R9A
caenorhabditis_elegans_prjna13758,WBGene00003517,SLC13A1
caenorhabditis_elegans_prjna13758,WBGene00003517,SLC13A5
caenorhabditis_elegans_prjna13758,WBGene00003517,SLC13A2
caenorhabditis_elegans_prjna13758,WBGene00003517,SLC13A4
caenorhabditis_elegans_prjna13758,WBGene00003517,SLC13A3
caenorhabditis_elegans_prjna13758,WBGene00003518,SLC13A1
caenorhabditis_elegans_prjna13758,WBGene00003518,SLC13A5
caenorhabditis_elegans_prjna13758,WBGene00003518,SLC13A2
caenorhabditis_elegans_prjna13758,WBGene00003518,SLC13A4
caenorhabditis_elegans_prjna13758,WBGene00003518,SLC13A3
caenorhabditis_elegans_prjna13758,WBGene00003519,SLC13A1
caenorhabditis_elegans_prjna13758,WBGene00003519,SLC13A5
caenorhabditis_elegans_prjna13758,WBGene00003519,SLC13A2
caenorhabditis_elegans_prjna13758,WBGene00003519,SLC13A4
caenorhabditis_elegans_prjna13758,WBGene00003519,SLC13A3
caenorhabditis_elegans_prjna13758,WBGene00003520,
caenorhabditis_elegans_prjna13758,WBGene00003521,ASTL
caenorhabditis_elegans_prjna13758,WBGene00003522,ASTL
caenorhabditis_elegans_prjna13758,WBGene00003523,
caenorhabditis_elegans_prjna13758,WBGene00003524,
caenorhabditis_elegans_prjna13758,WBGene00003525,
caenorhabditis_elegans_prjna13758,WBGene00003526,
caenorhabditis_elegans_prjna13758,WBGene00003527,
caenorhabditis_elegans_prjna13758,WBGene00003528,
caenorhabditis_elegans_prjna13758,WBGene00003529,
caenorhabditis_elegans_prjna13758,WBGene00003530,
caenorhabditis_elegans_prjna13758,WBGene00003531,
caenorhabditis_elegans_prjna13758,WBGene00003532,
caenorhabditis_elegans_prjna13758,WBGene00003533,
caenorhabditis_elegans_prjna13758,WBGene00003534,
caenorhabditis_elegans_prjna13758,WBGene00003535,
caenorhabditis_elegans_prjna13758,WBGene00003536,
caenorhabditis_elegans_prjna13758,WBGene00003537,
caenorhabditis_elegans_prjna13758,WBGene00003538,
caenorhabditis_elegans_prjna13758,WBGene00003539,
caenorhabditis_elegans_prjna13758,WBGene00003540,
caenorhabditis_elegans_prjna13758,WBGene00003541,
caenorhabditis_elegans_prjna13758,WBGene00003542,
caenorhabditis_elegans_prjna13758,WBGene00003543,
caenorhabditis_elegans_prjna13758,WBGene00003544,
caenorhabditis_elegans_prjna13758,WBGene00003545,
caenorhabditis_elegans_prjna13758,WBGene00003546,
caenorhabditis_elegans_prjna13758,WBGene00003547,
caenorhabditis_elegans_prjna13758,WBGene00003548,
caenorhabditis_elegans_prjna13758,WBGene00003549,
caenorhabditis_elegans_prjna13758,WBGene00003550,
caenorhabditis_elegans_prjna13758,WBGene00003551,
caenorhabditis_elegans_prjna13758,WBGene00003552,
caenorhabditis_elegans_prjna13758,WBGene00003553,
caenorhabditis_elegans_prjna13758,WBGene00003554,
caenorhabditis_elegans_prjna13758,WBGene00003555,
caenorhabditis_elegans_prjna13758,WBGene00003556,
caenorhabditis_elegans_prjna13758,WBGene00003558,NALCN
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM6-TRIM34
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM34
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM15
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM46
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM51
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM51GP
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM50
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM44
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM10
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM38
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM14
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM64B
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM64
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM64C
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM74
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM73
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM49C
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM49
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM49B
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM69
caenorhabditis_elegans_prjna13758,WBGene00003559,PML
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM6
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM31
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM54
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM55
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM5
caenorhabditis_elegans_prjna13758,WBGene00003559,AC104389.4
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM42
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM26
caenorhabditis_elegans_prjna13758,WBGene00003559,RNF39
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM63
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM45
caenorhabditis_elegans_prjna13758,WBGene00003559,AC087289.1
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM13
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM22
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM49D2
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM49D1
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM48
caenorhabditis_elegans_prjna13758,WBGene00003559,MID2
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM11
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM27
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM16
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM16L
caenorhabditis_elegans_prjna13758,WBGene00003559,MID1
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM36
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM25
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM8
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM39
caenorhabditis_elegans_prjna13758,WBGene00003559,MEFV
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM32
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM7
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM43
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM43B
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM68
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIML1
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM41
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM52
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM24
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM65
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIML2
caenorhabditis_elegans_prjna13758,WBGene00003559,BSPRY
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM17
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM40
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM66
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM58
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM21
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM35
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM72
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM62
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM61
caenorhabditis_elegans_prjna13758,WBGene00003559,TRIM60
caenorhabditis_elegans_prjna13758,WBGene00003561,
caenorhabditis_elegans_prjna13758,WBGene00003562,NPC1
caenorhabditis_elegans_prjna13758,WBGene00003563,
caenorhabditis_elegans_prjna13758,WBGene00003564,GUCA1B
caenorhabditis_elegans_prjna13758,WBGene00003564,KCNIP2
caenorhabditis_elegans_prjna13758,WBGene00003564,KCNIP4
caenorhabditis_elegans_prjna13758,WBGene00003564,RCVRN
caenorhabditis_elegans_prjna13758,WBGene00003564,KCNIP3
caenorhabditis_elegans_prjna13758,WBGene00003564,KCNIP1
caenorhabditis_elegans_prjna13758,WBGene00003564,GUCA1A
caenorhabditis_elegans_prjna13758,WBGene00003564,AL096814.2
caenorhabditis_elegans_prjna13758,WBGene00003565,GUCA1B
caenorhabditis_elegans_prjna13758,WBGene00003565,KCNIP2
caenorhabditis_elegans_prjna13758,WBGene00003565,KCNIP4
caenorhabditis_elegans_prjna13758,WBGene00003565,RCVRN
caenorhabditis_elegans_prjna13758,WBGene00003565,KCNIP3
caenorhabditis_elegans_prjna13758,WBGene00003565,KCNIP1
caenorhabditis_elegans_prjna13758,WBGene00003565,GUCA1A
caenorhabditis_elegans_prjna13758,WBGene00003565,AL096814.2
caenorhabditis_elegans_prjna13758,WBGene00003566,ADGRV1
caenorhabditis_elegans_prjna13758,WBGene00003566,FREM1
caenorhabditis_elegans_prjna13758,WBGene00003566,SLC8A3
caenorhabditis_elegans_prjna13758,WBGene00003566,FREM3
caenorhabditis_elegans_prjna13758,WBGene00003566,FRAS1
caenorhabditis_elegans_prjna13758,WBGene00003566,FREM2
caenorhabditis_elegans_prjna13758,WBGene00003567,
caenorhabditis_elegans_prjna13758,WBGene00003568,SLC8A2
caenorhabditis_elegans_prjna13758,WBGene00003569,SLC24A2
caenorhabditis_elegans_prjna13758,WBGene00003569,SLC24A1
caenorhabditis_elegans_prjna13758,WBGene00003570,SLC24A2
caenorhabditis_elegans_prjna13758,WBGene00003570,SLC24A1
caenorhabditis_elegans_prjna13758,WBGene00003571,
caenorhabditis_elegans_prjna13758,WBGene00003572,
caenorhabditis_elegans_prjna13758,WBGene00003573,
caenorhabditis_elegans_prjna13758,WBGene00003574,
caenorhabditis_elegans_prjna13758,WBGene00003575,
caenorhabditis_elegans_prjna13758,WBGene00003576,NDC80
caenorhabditis_elegans_prjna13758,WBGene00003577,
caenorhabditis_elegans_prjna13758,WBGene00003578,NUDT18
caenorhabditis_elegans_prjna13758,WBGene00003579,NUDT5
caenorhabditis_elegans_prjna13758,WBGene00003580,
caenorhabditis_elegans_prjna13758,WBGene00003581,NUDT2
caenorhabditis_elegans_prjna13758,WBGene00003582,DCP2
caenorhabditis_elegans_prjna13758,WBGene00003583,NUDT9
caenorhabditis_elegans_prjna13758,WBGene00003584,NUDT19
caenorhabditis_elegans_prjna13758,WBGene00003585,
caenorhabditis_elegans_prjna13758,WBGene00003586,NUDT12
caenorhabditis_elegans_prjna13758,WBGene00003587,NEDD8
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA2
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA8
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA8L1
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA9
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA4
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA1
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA6
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA11
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA3
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA10
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA5
caenorhabditis_elegans_prjna13758,WBGene00003588,ANXA7
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA2
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA8
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA8L1
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA9
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA4
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA1
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA6
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA11
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA3
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA10
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA5
caenorhabditis_elegans_prjna13758,WBGene00003589,ANXA7
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA2
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA8
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA8L1
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA9
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA4
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA1
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA6
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA11
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA3
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA10
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA5
caenorhabditis_elegans_prjna13758,WBGene00003590,ANXA7
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA2
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA8
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA8L1
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA9
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA4
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA1
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA6
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA3
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA10
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA5
caenorhabditis_elegans_prjna13758,WBGene00003591,ANXA7
caenorhabditis_elegans_prjna13758,WBGene00003592,NFIA
caenorhabditis_elegans_prjna13758,WBGene00003592,NFIB
caenorhabditis_elegans_prjna13758,WBGene00003592,NFIX
caenorhabditis_elegans_prjna13758,WBGene00003592,NFIC
caenorhabditis_elegans_prjna13758,WBGene00003593,NF2
caenorhabditis_elegans_prjna13758,WBGene00003594,NIT1
caenorhabditis_elegans_prjna13758,WBGene00003595,BHLHE22
caenorhabditis_elegans_prjna13758,WBGene00003595,NEUROG2
caenorhabditis_elegans_prjna13758,WBGene00003595,OLIG3
caenorhabditis_elegans_prjna13758,WBGene00003595,ATOH1
caenorhabditis_elegans_prjna13758,WBGene00003595,ATOH7
caenorhabditis_elegans_prjna13758,WBGene00003595,NEUROD6
caenorhabditis_elegans_prjna13758,WBGene00003595,NEUROG3
caenorhabditis_elegans_prjna13758,WBGene00003595,NEUROG1
caenorhabditis_elegans_prjna13758,WBGene00003595,BHLHE23
caenorhabditis_elegans_prjna13758,WBGene00003595,OLIG1
caenorhabditis_elegans_prjna13758,WBGene00003595,NEUROD1
caenorhabditis_elegans_prjna13758,WBGene00003595,NEUROD2
caenorhabditis_elegans_prjna13758,WBGene00003596,GNL2
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM6-TRIM34
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM34
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM15
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM46
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM51
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM51GP
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM50
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM44
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM10
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM38
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM14
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM64B
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM64
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM64C
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM74
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM73
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM49C
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM49
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM49B
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM69
caenorhabditis_elegans_prjna13758,WBGene00003597,PML
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM6
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM31
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM5
caenorhabditis_elegans_prjna13758,WBGene00003597,AC104389.4
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM42
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM26
caenorhabditis_elegans_prjna13758,WBGene00003597,RNF39
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM63
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM45
caenorhabditis_elegans_prjna13758,WBGene00003597,AC087289.1
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM13
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM22
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM49D2
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM49D1
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM48
caenorhabditis_elegans_prjna13758,WBGene00003597,MID2
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM11
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM27
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM16
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM16L
caenorhabditis_elegans_prjna13758,WBGene00003597,MID1
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM36
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM25
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM8
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM39
caenorhabditis_elegans_prjna13758,WBGene00003597,MEFV
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM32
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM7
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM43
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM43B
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM68
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIML1
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM41
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM52
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM24
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM65
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIML2
caenorhabditis_elegans_prjna13758,WBGene00003597,BSPRY
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM17
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM40
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM66
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM58
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM21
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM35
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM72
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM62
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM61
caenorhabditis_elegans_prjna13758,WBGene00003597,TRIM60
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM6-TRIM34
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM34
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM15
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM46
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM51
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM51GP
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM50
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM44
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM10
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM38
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM14
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM64B
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM64
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM64C
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM74
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM73
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM49C
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM49
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM49B
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM69
caenorhabditis_elegans_prjna13758,WBGene00003598,PML
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM6
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM31
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM54
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM55
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM5
caenorhabditis_elegans_prjna13758,WBGene00003598,AC104389.4
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM42
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM26
caenorhabditis_elegans_prjna13758,WBGene00003598,RNF39
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM63
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM45
caenorhabditis_elegans_prjna13758,WBGene00003598,AC087289.1
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM13
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM22
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM49D2
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM49D1
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM48
caenorhabditis_elegans_prjna13758,WBGene00003598,MID2
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM11
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM27
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM16
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM16L
caenorhabditis_elegans_prjna13758,WBGene00003598,MID1
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM36
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM25
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM8
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM39
caenorhabditis_elegans_prjna13758,WBGene00003598,MEFV
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM32
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM7
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM43
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM43B
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM68
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIML1
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM41
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM52
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM24
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM65
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIML2
caenorhabditis_elegans_prjna13758,WBGene00003598,BSPRY
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM17
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM40
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM66
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM58
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM21
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM72
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM62
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM61
caenorhabditis_elegans_prjna13758,WBGene00003598,TRIM60
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM6-TRIM34
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM34
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM15
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM46
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM51
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM51GP
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM50
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM44
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM10
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM38
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM14
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM64B
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM64
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM64C
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM74
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM73
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM49C
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM49
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM49B
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM69
caenorhabditis_elegans_prjna13758,WBGene00003599,PML
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM6
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM31
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM54
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM55
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM5
caenorhabditis_elegans_prjna13758,WBGene00003599,AC104389.4
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM42
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM26
caenorhabditis_elegans_prjna13758,WBGene00003599,RNF39
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM63
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM45
caenorhabditis_elegans_prjna13758,WBGene00003599,AC087289.1
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM13
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM22
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM49D2
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM49D1
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM48
caenorhabditis_elegans_prjna13758,WBGene00003599,MID2
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM11
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM27
caenorhabditis_elegans_prjna13758,WBGene00003599,TRIM16
